ULIKey,Address,Village,County,Model,Price,Bedrooms,Baths,SquareFeet,Garage,Pool,Latitude,Longitude,Status,SaleType,YouTubeVideoId,VLSNumber
L101.1,1243 AVENIDA DE LAS CASAS,The Village of Spanish Springs,Lake,Franciello,635000,3,2.5,2088,"1 Car, plus Golf Car Garage",,28.9417436,-81.9527327,A,P,,244951
M47.143,17766 SE 91ST POPLAR TER,The Village of Springdale,Marion,Amarillo,308888,3,2.0,1392,2 Car Garage,,28.96328305,-82.00055613,A,P,TVud9XElqcQ,244570
S146.199,1425 HOLLYBERRY PL,The Village of Duval,Sumter,Amarillo,369500,3,2.0,1572,2 Car Garage,,28.87182171,-81.98650289,A,P,,244695
L26.49,3115 BLACKSTOCK WAY,The Village of Pine Ridge,Lake,Aspen,530000,3,2.0,1917,2 Car Garage,,28.85742466,-81.93874613,A,P,,243014
S132V.26,4179 TIEDEMANN LOOP,The Village of DeLuna,Sumter,Belleville,424000,3,2.0,1554,2 Car Garage,,28.83167712,-82.03894778,A,P,9cXoG84ujCg,244984
S127V.34,3328 DAVIS TER,The Village of DeLuna,Sumter,Opal,319000,2,2.0,1240,"1 Car, plus Golf Car Garage",,28.81817202,-82.03930166,A,P,,245804
S139V.22,5921 PRESENTI CT,The Village of Hammock at Fenney,Sumter,Anchor,435000,3,2.0,1527,2 Car Garage,,28.78912879,-82.05228136,A,P,HFs6yendXUw,245977
