ULIKey,Address,Village,County,Model,Price,Bedrooms,Baths,SquareFeet,Garage,Pool,Latitude,Longitude,Status,SaleType,YouTubeVideoId,VLSNumber
S67.29,987 CANDLER PL,The Village of Summerhill,Sumter,Austin,497500,2,2,1142,"1 Car, plus Golf Car Garage",Swimming Pool,28.93771077,-82.0111788,A,P,,244745
L59V.19,6986 ELAINE CT,The Village of Lake Denham,Lake,Charlotte,374000,3,2,1499,2 Car Garage,,28.7631501,-81.94266367,A,P,,244807
