ULIKey,Address,Village,County,Model,Price,Bedrooms,Baths,SquareFeet,Garage,Pool,Latitude,Longitude,Status,SaleType,YouTubeVideoId,VLSNumber,OwnerName
L17.5577,518 ALCAZAR CT,The Village Mira Mesa,Lake,Corpus Christi,299900,2,2,1383,2 Car Garage,,28.92710541,-81.94849321,A,P,,250324,
L36.55,3237 TRUSSLER TER,The Village of Pine Ridge,Lake,Sun Kissed,370000,3,2,1456,"2 Car, plus Golf Car Garage",,28.85472581,-81.94451041,A,P,,249014,
L74V.9,7305 CORNWALL WAY,The Village of Dabney,Lake,Tall Pine,369900,3,2,1479,2 Car Garage,,28.75553891,-81.91936399,A,P,,250107,
L83V.15,7539 HAGEMEYER PL,The Village of Dabney,Lake,Eaton,379000,3,2,1578,2 Car Garage,,28.74929649,-81.90924417,A,P,,248326,
S230V.27,1414 HEARNS LOOP,The Village of Shady Brook,Sumter,CORMORANT,649000,3,2,1937,"2 Car, plus Golf Car Garage",,28.7483286,-81.98599187,A,P,,249123,
