ULIKey,Address,Village,County,Model,Price,Bedrooms,Baths,SquareFeet,Garage,Pool,Latitude,Longitude,Status,SaleType,YouTubeVideoId,VLSNumber,OwnerName
L60V.104,6995 DWIGHT DR,The Village of Lake Denham,Lake,Mossy Oak,699900,3,3,2006,"2 Car, plus Golf Car Garage",,28.7628043,-81.9407094,A,P,,248206,
S234V.12,1241 SHAYLA TER,The Village of Waters Edge,Sumter,Garnet,309500,2,2,1257,"1 Car, plus Golf Car Garage",,28.75180384,-81.9813576,A,P,,248650,
