ULIKey,Address,Village,County,Model,Price,Bedrooms,Baths,SquareFeet,Garage,Pool,Latitude,Longitude,Status,SaleType,YouTubeVideoId,VLSNumber,OwnerName
S214.23,3265 HAISLIP CT,The Village of Gilchrist,Sumter,Lily,1074900,3,2.0,1979,3 Car Garage,Swimming Pool,28.85407161,-81.98925995,A,P,,249470,
L75V.25,873 CONROE ST,The Village of Dabney,Lake,Emerald,280000,2,2.0,1280,"1 Car, plus Golf Car Garage",,28.75296332,-81.92034463,A,P,,249128,
