ULIKey,Address,Village,County,Model,Price,Bedrooms,Baths,SquareFeet,Garage,Pool,Latitude,Longitude,Status,SaleType,YouTubeVideoId,VLSNumber,OwnerName
M222.106,17432 SE 78TH HARMONY CIR,The Village of Chatham,Marion,Cabot Cove,275000,2,2,1198,"1 Car, plus Golf Car Garage",,28.96932821,-82.02198262,A,P,,249767,
S223V.38,1570 LUCA LN,The Village of Shady Brook,Sumter,Haven,275000,2,2,984,"1 Car, plus Golf Car Garage",,28.74081112,-81.99037717,A,P,,250114,
