ULIKey,Address,Village,County,Model,Price,Bedrooms,Baths,SquareFeet,Garage,Pool,Latitude,Longitude,Status,SaleType,YouTubeVideoId,VLSNumber,OwnerName
S209.70,3138 AMHERST WAY,The Village of Gilchrist,Sumter,Ivy,689000,4,2,2558,2 Car Garage,,28.85756154,-81.9874914,A,P,,248273,
S969.45,2877 CHARLEVOIX ST,The Village of Collier at Alden Bungalows,Sumter,Arlington,499900,3,2,1794,2 Car Garage,,28.84967769,-82.02682081,A,P,,248660,
L71V.26,7261 ANNISON TER,The Village of Lake Denham,Lake,Moonstone,280000,2,2,1300,"1 Car, plus Golf Car Garage",,28.75615258,-81.92354438,A,P,xFPQk1O3Pv8,249702,
