ULIKey,Address,Village,County,Model,Price,Bedrooms,Baths,SquareFeet,Garage,Pool,Latitude,Longitude,Status,SaleType,YouTubeVideoId,VLSNumber,OwnerName
S36.137,3153 ATWELL AVE,The Village of Polo Ridge,Sumter,Hillsborough,415000,3,2.5,2022,2 Car Garage,,28.93075377,-82.0060671,A,P,aqczYi877kc,249718,
S195.174,4317 TUSCALOOSA PATH,The Village of Osceola Hills,Sumter,Bayberry,509000,3,3,1933,"2 Car, plus Golf Car Garage",,28.82824543,-81.96152893,A,P,,249340,
