ULIKey,Address,Village,County,Model,Price,Bedrooms,Baths,SquareFeet,Garage,Pool,Latitude,Longitude,Status,SaleType,YouTubeVideoId,VLSNumber,OwnerName
S79.90,546 FOXFIELD PATH,The Village of Belvedere,Sumter,Camellia,469000,3,2.0,1875,"2 Car, plus Golf Car Garage",,28.92017249,-82.02705062,A,P,dGgJQOarkFQ,248520,
S193.46,4290 DESKIN LN,The Village of Osceola Hills,Sumter,Iris,499000,3,2.0,1966,"2 Car, plus Golf Car Garage",,28.82796534,-81.96082009,A,P,,250869,
