ULIKey,FirstSeen,Address,Village,Price,VLSNumber,DaysOnMarket,OwnerName
S601.24,2026-02-21,1627 CAMPOS DR,The Village Alhambra,274900,249190,175,
L9.2667,2026-02-21,1609 DORAL CIR,The Village of Country Club Hills,219900,249146,175,
L10.2266,2026-02-21,1701 PALM AIRE DR,The Village of Country Club Hills,237000,249243,175,
L13.3400,2026-02-21,1124 PARADISE DR,The Village of Country Club Hills,234900,248015,175,
S14.35,2026-02-21,617 SAN MARINO DR,The Village de La Vista,445000,248521,175,
S41.93,2026-02-21,3436 RICHMOND DR,The Village of Belle Aire,309500,248147,175,
L17.5432,2026-02-21,1117 SAN REMO LN,The Village Mira Mesa,299000,247843,175,
L1.48,2026-02-21,1027 ALOHA WAY,The Village of Orange Blossom Gardens,269900,248339,175,
S35.78,2026-02-21,3243 MANSFIELD ST,The Village of Polo Ridge,299711,249278,175,
S35.130,2026-02-21,3224 ROSWELL RD,The Village of Polo Ridge,329000,248718,175,
S685.14,2026-02-21,1305 SANTA MARIA AVE,The Village Rio Grande,449500,249322,175,
S4.55,2026-02-21,228 JUAREZ WAY,The Village Rio Ponderosa,279900,248760,175,
S606.66,2026-02-21,1221 SANTA CRUZ DR,The Village Santiago,295000,249157,175,
S605.79,2026-02-21,2801 SALAMANCA ST,The Village Santiago,269000,248286,175,
S25.67,2026-02-21,1728 ENRIQUE DR,The Village Santo Domingo,699000,248876,175,
M46.44,2026-02-21,17609 SE 90TH CLEMSON CIR,The Village of Springdale,399500,248942,175,
M227.33,2026-02-21,17145 SE 76TH BOXBURY CT,The Village of Calumet Grove,289900,247826,175,
S79.90,2026-02-21,546 FOXFIELD PATH,The Village of Belvedere,585000,248520,175,
S91.18,2026-02-21,1420 STRATON WAY,The Village of Sunset Pointe,555000,247584,175,
S106.76,2026-02-21,1433 FOREST ACRES DR,The Village of Virginia Trace,649000,248005,175,
S146.347,2026-02-21,2600 ENGLISH IVY CIR,The Village of Duval,349985,249309,175,
S136.159,2026-02-21,770 GOLIATH PL,The Village of Bonita,389000,248356,175,
S170.68,2026-02-21,2596 BUTTONWOOD RUN,The Village of Buttonwood,324900,248453,175,
S170.270,2026-02-21,1963 HARDING PATH,The Village of Buttonwood,394500,247281,175,
S175.135,2026-02-21,664 ALWICK WAY,The Village of Sanibel,525000,248874,175,
S952.46,2026-02-21,1433 DYNASTY PL,The Village of Fernandina,278500,247586,175,
