ULIKey,FirstSeen,Address,Village,Price,VLSNumber,DaysOnMarket,OwnerName
S601.38,2026-02-21,1613 NAVIDAD ST,The Village Alhambra,315000,248904,216,
L9.2667,2026-02-21,1609 DORAL CIR,The Village of Country Club Hills,219900,249146,216,
L13.3400,2026-02-21,1124 PARADISE DR,The Village of Country Club Hills,234900,248015,216,
S14.35,2026-02-21,617 SAN MARINO DR,The Village de La Vista,445000,248521,216,
S41.104,2026-02-21,3366 RESTON DR,The Village of Belle Aire,399000,248523,216,
L17.5432,2026-02-21,1117 SAN REMO LN,The Village Mira Mesa,299000,247843,216,
L1.48,2026-02-21,1027 ALOHA WAY,The Village of Orange Blossom Gardens,269900,248339,216,
S35.78,2026-02-21,3243 MANSFIELD ST,The Village of Polo Ridge,299711,249278,216,
S4.55,2026-02-21,228 JUAREZ WAY,The Village Rio Ponderosa,279900,248760,216,
S606.66,2026-02-21,1221 SANTA CRUZ DR,The Village Santiago,295000,249157,216,
S605.79,2026-02-21,2801 SALAMANCA ST,The Village Santiago,269000,248286,216,
S25.67,2026-02-21,1728 ENRIQUE DR,The Village Santo Domingo,699000,248876,216,
M227.33,2026-02-21,17145 SE 76TH BOXBURY CT,The Village of Calumet Grove,289900,247826,216,
S68.26,2026-02-21,1088 BLYTHE WAY,The Village of Summerhill,335000,248915,216,
S91.18,2026-02-21,1420 STRATON WAY,The Village of Sunset Pointe,555000,247584,216,
S170.68,2026-02-21,2596 BUTTONWOOD RUN,The Village of Buttonwood,324900,248453,216,
S969.117,2026-02-21,2853 PETOSKEY PL,The Village of Collier at Alden Bungalows,545000,248955,216,
S969.160,2026-02-21,3444 LEELANAU CT,The Village of Collier at Alden Bungalows,549900,249283,216,
S833.130,2026-02-21,3290 SENNETT CIR,Oxford Oaks - Family Neighborhood,440400,249164,216,
S833.439,2026-02-21,3260 DZURO DR,Oxford Oaks - Family Neighborhood,1095000,247061,216,
S616.39,2026-02-21,2808 BLACK BEAR LN,The Village of Fenney,399900,248368,216,
S623.17,2026-02-21,5843 HOWELL TER,The Village of Fenney,235000,248970,216,
S22V.41,2026-02-21,5422 ALFREDSON TER,The Village of Marsh Bend,599000,248978,216,
S725.30,2026-02-21,5439 WEAVER AVE,The Village of Marsh Bend,315000,248469,216,
S125V.108,2026-02-21,4681 WIGHTMAN CIR,The Village of DeLuna,549900,248022,216,
S46V.113,2026-02-21,1025 JARBOE AVE,The Village of Bradford,499500,248392,216,
S97V.16,2026-02-21,1997 FRASER CT,The Village of St. Johns,589995,247376,216,
S106V.16,2026-02-21,4438 CAMEO CIR,The Village of Richmond,409900,249272,216,
S113V.27,2026-02-21,3135 FOUSHEE LOOP,The Village of Richmond,562900,249141,216,
L71V.2,2026-02-21,1009 GORMSEN CT,The Village of Lake Denham,289900,249173,216,
L81V.10,2026-02-21,703 LAKE CREEK CIR,The Village of Dabney,589900,249292,216,
L84V.51,2026-02-21,591 FLEMINGTON PATH,The Village of Dabney,1999800,248816,216,
