ULIKey,Address,Village,County,Model,Price,Bedrooms,Baths,SquareFeet,Garage,Pool,Latitude,Longitude,Status,SaleType,YouTubeVideoId,VLSNumber,OwnerName
S212.58,2965 STEPPING STONE PATH,The Village of Gilchrist,Sumter,Lantana,699000,3,2,2123,3 Car Garage,,28.86213878,-81.99457145,A,P,EK8pmJKPRCo,249072,
S729.36,2477 MARJA ST,The Village of Marsh Bend,Sumter,Durham,369000,2,2,1290,2 Car Garage,,28.81144258,-82.01578051,A,P,,249584,
L56V.109,6879 TINA ST,The Village of Lake Denham,Lake,Hidden Cove,375000,3,2,1492,"2 Car, plus Golf Car Garage",,28.76576139,-81.9425485,A,P,,249522,
