ULIKey,Address,Village,County,Model,Price,Bedrooms,Baths,SquareFeet,Garage,Pool,Latitude,Longitude,Status,SaleType,YouTubeVideoId,VLSNumber,OwnerName
L71V.14,1032 WELLMAN WAY,The Village of Lake Denham,Lake,Ruby,275000,2,2.0,1148,"1 Car, plus Golf Car Garage",,28.75559036,-81.92451615,A,P,,249159,
S242V.3,7303 CHERYL COOPER TRL,The Village of Waters Edge,Sumter,Eagle,569900,3,2.0,1579,"2 Car, plus Golf Car Garage",,28.75668712,-81.98751218,A,P,,250751,
