ULIKey,Address,Village,County,Model,Price,Bedrooms,Baths,SquareFeet,Garage,Pool,Latitude,Longitude,Status,SaleType,YouTubeVideoId,VLSNumber,OwnerName
L22.5993,522 LOMA PASEO DR,The Village La Reynalda,Lake,Belmont,564000,3,2,1959,2 Car Garage,,28.92778546,-81.94230916,A,P,v-pehs0Wj1g,249297,
S644.9,433 CANTERBURY CT,The Village of Belvedere,Sumter,Cabot Cove,305000,2,2,1188,"1 Car, plus Golf Car Garage",,28.92266933,-82.02067572,A,P,,250559,
S203V.1,7803 GRIFFIN LN,The Village of Moultrie Creek,Sumter,Winslow-C,975000,3,2.5,1969,"2 Car, plus Golf Car Garage",Swimming Pool,28.74317705,-82.00051675,A,P,nglFK7wNe34,250705,
