ULIKey,Address,Village,County,Model,Price,Bedrooms,Baths,SquareFeet,Garage,Pool,Latitude,Longitude,Status,SaleType,YouTubeVideoId,VLSNumber,OwnerName
S1F.17,3187 WARBLER LOOP,The Village of Fenney,Sumter,Silverbell,644000,3,2.5,1914,"2 Car, plus Golf Car Garage",,28.79933472,-82.03536106,A,P,,247727,
S11F.34,5861 WOOD STORK WAY,The Village of Fenney,Sumter,Begonia,549000,3,2,2039,"2 Car, plus Golf Car Garage",,28.79096628,-82.03242407,A,P,,249427,
S210V.124,1954 MCMURTRIE LOOP,The Village of Moultrie Creek,Sumter,Oriole,459000,3,3,1872,"2 Car, plus Golf Car Garage",,28.74861038,-82.00006251,A,P,KeQg5uQ0nFI,248385,
S2M.145,2740 ALDER AVE,Middleton - Family Neighborhood,Sumter,Love,449000,3,3,1930,"2 Car, plus Golf Car Garage",,28.7465549,-82.02486697,A,P,,249441,
