ULIKey,Address,Village,County,Model,Price,Bedrooms,Baths,SquareFeet,Garage,Pool,Latitude,Longitude,Status,SaleType,YouTubeVideoId,VLSNumber,OwnerName
S115.256,598 MALLORY HILL DR,The Village of Mallory Square,Sumter,Gardenia,489000,3,2,1927,2 Car Garage,,28.89752102,-81.96356028,A,P,,249547,
L28.46,725 JONES LN,The Village of Pine Ridge,Lake,Wisteria,349800,3,2,1631,2 Car Garage,,28.85623194,-81.93756603,A,P,,246030,
S969.150,3463 LEELANAU CT,The Village of Collier at Alden Bungalows,Sumter,Winslow,513089,3,2,1938,2 Car Garage,,28.84870171,-82.02858463,A,P,,248581,
