ULIKey,Address,Village,County,Model,Price,Bedrooms,Baths,SquareFeet,Garage,Pool,Latitude,Longitude,Status,SaleType,YouTubeVideoId,VLSNumber,OwnerName
L10.2306,1612 BAY MEADOWS LN,The Village of Country Club Hills,Lake,Manufactured Home,259900,2,2,1652,,,28.95316779,-81.93930447,A,P,,248239,
S629.20,5526 COTTRELL CT,The Village of Hammock at Fenney,Sumter,Arlington,645000,3,2,1633,2 Car Garage,,28.79912013,-82.04624365,A,P,,248920,
