ULIKey,Address,Village,County,Model,Price,Bedrooms,Baths,SquareFeet,Garage,Pool,Latitude,Longitude,Status,SaleType,YouTubeVideoId,VLSNumber,OwnerName
S971.128,646 AVECILLA DR,Haciendas of Mission Hills,Sumter,Wyndham,799975,3,2.0,1871,2 Car Garage,,28.9170139,-81.96507305,A,P,,248824,
L51V.89,6714 NEWELL LOOP,The Village of Newell,Lake,Bluebird,429900,3,2.0,1711,"2 Car, plus Golf Car Garage",,28.76887031,-81.94913993,A,P,9ZB_eoIoKiA,249041,
