ULIKey,Address,Village,County,Model,Price,Bedrooms,Baths,SquareFeet,Garage,Pool,Latitude,Longitude,Status,SaleType,YouTubeVideoId,VLSNumber,OwnerName
S814.40,1887 LOADSTAR AVE,The Village of St. James,Sumter,Anaheim,486000,3,2,1692,"1 Car, plus Golf Car Garage",,28.87572661,-81.99966228,A,P,C1_EDDMg-8Q,248009,
L65V.5,7084 EMILINE TER,The Village of Lake Denham,Lake,Kingbird,749000,3,2,2326,"2 Car, plus Golf Car Garage",,28.76065349,-81.93601306,A,P,QvF58ufee6g,248692,
