ULIKey,Address,Village,County,Model,Price,Bedrooms,Baths,SquareFeet,Garage,Pool,Latitude,Longitude,Status,SaleType,YouTubeVideoId,VLSNumber,OwnerName
M50.38,9345 SE 171ST LE FLORE LN,The Village of Woodbury,Marion,Maple,335000,3,2,1446,2 Car Garage,,28.97264012,-81.99828732,A,P,,248059,
S619.66,2402 NELLIE RD,The Village of DeSoto,Sumter,Charlotte,399900,3,2,1424,"1 Car, plus Golf Car Garage",,28.79367693,-82.01434183,A,P,,247725,
