ULIKey,Address,Village,County,Model,Price,Bedrooms,Baths,SquareFeet,Garage,Pool,Latitude,Longitude,Status,SaleType,YouTubeVideoId,VLSNumber,OwnerName
L56V.112,6900 MINCHEW CIR,The Village of Lake Denham,Lake,Whip-Poor-Will,489000,3,2,1477,"2 Car, plus Golf Car Garage",,28.76536055,-81.94228653,A,P,,249046,
S202V.42,7974 KATIE KEITH LOOP,The Village of Moultrie Creek,Sumter,Mockingbird,584700,3,2,1959,"2 Car, plus Golf Car Garage",,28.74103596,-82.00107758,A,P,,249557,
