ULIKey,Address,Village,County,Model,Price,Bedrooms,Baths,SquareFeet,Garage,Pool,Latitude,Longitude,Status,SaleType,YouTubeVideoId,VLSNumber,OwnerName
S30A.21,4860 CORDER RUN,The Village of DeLuna,Sumter,Custom Premier,1070000,3,2.0,2016,,,28.81529513,-82.0195308,A,P,,249872,
S77V.51,958 TRIFU TER,The Village of Cason Hammock,Sumter,Sycamore,484800,3,2.0,1836,"2 Car, plus Golf Car Garage",,28.7876489,-81.97482634,A,P,,248984,
S99V.66,2448 YOUNGMANN LOOP,The Village of St. Johns,Sumter,Bougainvillea,385000,3,2.0,1392,2 Car Garage,,28.81819061,-82.01604254,A,P,q_rjb0VJXTw,248487,
S114V.77,3939 KANAWHA PL,The Village of Richmond,Sumter,Topaz,324900,2,2.0,1206,2 Car Garage,,28.83768421,-82.02625232,A,P,,248440,
L77V.35,7560 FAR HILLS LOOP,The Village of Dabney,Lake,Monroe,449900,3,2.0,1954,"2 Car, plus Golf Car Garage",,28.74865405,-81.91889115,A,P,,249842,
