ULIKey,Address,Village,County,Model,Price,Bedrooms,Baths,SquareFeet,Garage,Pool,Latitude,Longitude,Status,SaleType,YouTubeVideoId,VLSNumber,OwnerName
S94.5,1563 BLENHEIM TRL,The Village of Sunset Ridge at Sunset Pointe,Sumter,Modified Natchez,799000,3,2,2361,"2 Car, plus Golf Car Garage",,28.89235549,-81.99072981,A,P,lD3ixe-skiE,248450,
