ULIKey,Address,Village,County,Model,Price,Bedrooms,Baths,SquareFeet,Garage,Pool,Latitude,Longitude,Status,SaleType,YouTubeVideoId,VLSNumber,OwnerName
S37.146,1247 DEERFIELD LN,The Village of Glenbrook,Sumter,Live Oak,579900,3,2,2018,2 Car Garage,,28.94435002,-82.00940039,A,P,FSPiDYKWPuU,249460,
S177.117,2921 FRENCH OAK AVE,The Village of Sanibel,Sumter,Elm,539900,3,2,1972,2 Car Garage,,28.86233537,-81.97193265,A,P,W2Gat8XaGjw,249035,
L56V.112,6900 MINCHEW CIR,The Village of Lake Denham,Lake,Whip-Poor-Will,489000,3,2,1477,"2 Car, plus Golf Car Garage",,28.76536055,-81.94228653,A,P,,249046,
