ULIKey,Address,Village,County,Model,Price,Bedrooms,Baths,SquareFeet,Garage,Pool,Latitude,Longitude,Status,SaleType,YouTubeVideoId,VLSNumber,OwnerName
S232.128,3459 WENTROP AVE,The Village of Collier,Sumter,Lantana,895000,3,2,2013,"2 Car, plus Golf Car Garage",,28.84938323,-82.01771749,A,P,,249401,
S833.293,11387 ZIMMERMAN PATH,Oxford Oaks - Family Neighborhood,Sumter,Ponderosa Pine-OO,414900,4,2,1978,2 Car Garage,,28.92028262,-82.03887381,A,P,,248637,
