ULIKey,Address,Village,County,Model,Price,Bedrooms,Baths,SquareFeet,Garage,Pool,Latitude,Longitude,Status,SaleType,YouTubeVideoId,VLSNumber,OwnerName
S712.34,737 LENORE LN,The Village of Bonita,Sumter,Woodlawn,344000,2,2,1132,"1 Car, plus Golf Car Garage",,28.87685999,-81.9677406,A,P,WEnc3wRgVZM,248300,
S176.68,2966 BRADDY CT,The Village of Sanibel,Sumter,Aspen,534900,3,2,1950,"2 Car, plus Golf Car Garage",,28.86151034,-81.96761519,A,P,,248301,
S130V.16,3167 MELLE PL,The Village of DeLuna,Sumter,Emerald,329900,3,2,1440,"2 Car, plus Golf Car Garage",,28.82976084,-82.034593,A,P,,247373,
S46V.113,1025 JARBOE AVE,The Village of Bradford,Sumter,Lilac,489000,3,2,1918,"2 Car, plus Golf Car Garage",,28.79989296,-81.97584354,A,P,xu3pL-HL4Ko,248392,
L45V.40,6576 MERRILL LN,The Village of Newell,Lake,Arlington,445000,3,2,1656,2 Car Garage,,28.77328851,-81.9450153,A,P,,248318,
