ULIKey,Address,Village,County,Model,Price,Bedrooms,Baths,SquareFeet,Garage,Pool,Latitude,Longitude,Status,SaleType,YouTubeVideoId,VLSNumber,OwnerName
S27.162,2469 MERIDA CIR,The Village Santiago,Sumter,Carolina III,349900,3,2,1464,2 Car Garage,,28.94713302,-81.98708182,A,P,,246606,
L5.690,1110 DUSTIN DR,The Village of Silver Lake,Lake,Manufactured Home,189800,2,2,1312,,,28.94232737,-81.93757212,A,P,,249287,
S91.18,1420 STRATON WAY,The Village of Sunset Pointe,Sumter,Juniper,555000,3,2,2174,2 Car Garage,,28.896785,-81.98766718,A,P,SVF_N3ACgSE,247584,
S952.46,1433 DYNASTY PL,The Village of Fernandina,Sumter,Colony,278500,2,2,1156,"1 Car, plus Golf Car Garage",,28.84972895,-81.98688804,A,P,,247586,
S224.168,1953 YEARLING WAY,The Village of Pinellas,Sumter,Holly,450000,3,2,2140,2 Car Garage,,28.86210761,-82.00080014,A,P,,247580,
S79V.56,5838 JULIAN LOOP,The Village of Hawkins,Sumter,Ottawa,555000,3,3,1869,"2 Car, plus Golf Car Garage",,28.79133074,-81.98179056,A,P,,248644,
S94V.66,5716 MELVIN DR,The Village of Hawkins,Sumter,Indigo,550000,3,3,1901,"2 Car, plus Golf Car Garage",,28.79426889,-81.98927521,A,P,xsLE7l2LNDI,247278,
L71V.2,1009 GORMSEN CT,The Village of Lake Denham,Lake,Emerald,289900,2,2,1280,"1 Car, plus Golf Car Garage",,28.75681993,-81.92397665,A,P,Ju0IJZXqF4I,249173,
L83V.35,510 VERLANDER ST,The Village of Dabney,Lake,Isabella,558500,3,3,2027,"2 Car, plus Golf Car Garage",,28.75001929,-81.91026095,A,P,Jqe-59eUwoI,248171,
