ULIKey,FirstSeen,Address,Village,Price,VLSNumber,DaysOnMarket,OwnerName
S601.24,2026-02-21,1627 CAMPOS DR,The Village Alhambra,274900,249190,174,
L7.1407,2026-02-21,1743 W SCHWARTZ BLVD,The Village of Country Club Hills,115900,245658,174,
L9.2667,2026-02-21,1609 DORAL CIR,The Village of Country Club Hills,219900,249146,174,
L10.2266,2026-02-21,1701 PALM AIRE DR,The Village of Country Club Hills,237000,249243,174,
L13.3400,2026-02-21,1124 PARADISE DR,The Village of Country Club Hills,234900,248015,174,
S14.35,2026-02-21,617 SAN MARINO DR,The Village de La Vista,445000,248521,174,
S41.93,2026-02-21,3436 RICHMOND DR,The Village of Belle Aire,309500,248147,174,
L17.5432,2026-02-21,1117 SAN REMO LN,The Village Mira Mesa,299000,247843,174,
L1.48,2026-02-21,1027 ALOHA WAY,The Village of Orange Blossom Gardens,269900,248339,174,
S35.78,2026-02-21,3243 MANSFIELD ST,The Village of Polo Ridge,299711,249278,174,
S35.130,2026-02-21,3224 ROSWELL RD,The Village of Polo Ridge,329000,248718,174,
S685.14,2026-02-21,1305 SANTA MARIA AVE,The Village Rio Grande,449500,249322,174,
S4.55,2026-02-21,228 JUAREZ WAY,The Village Rio Ponderosa,279900,248760,174,
S606.66,2026-02-21,1221 SANTA CRUZ DR,The Village Santiago,295000,249157,174,
S605.79,2026-02-21,2801 SALAMANCA ST,The Village Santiago,269000,248286,174,
S25.67,2026-02-21,1728 ENRIQUE DR,The Village Santo Domingo,699000,248876,174,
M46.44,2026-02-21,17609 SE 90TH CLEMSON CIR,The Village of Springdale,399500,248942,174,
M227.33,2026-02-21,17145 SE 76TH BOXBURY CT,The Village of Calumet Grove,289900,247826,174,
S79.90,2026-02-21,546 FOXFIELD PATH,The Village of Belvedere,585000,248520,174,
S72.98,2026-02-21,1993 HARTFORD PATH,The Village of Bridgeport at Lake Miona,925000,247210,174,
S91.18,2026-02-21,1420 STRATON WAY,The Village of Sunset Pointe,555000,247584,174,
S106.76,2026-02-21,1433 FOREST ACRES DR,The Village of Virginia Trace,649000,248005,174,
S146.347,2026-02-21,2600 ENGLISH IVY CIR,The Village of Duval,349985,249309,174,
S136.159,2026-02-21,770 GOLIATH PL,The Village of Bonita,389000,248356,174,
S170.68,2026-02-21,2596 BUTTONWOOD RUN,The Village of Buttonwood,324900,248453,174,
S170.270,2026-02-21,1963 HARDING PATH,The Village of Buttonwood,394500,247281,174,
S175.135,2026-02-21,664 ALWICK WAY,The Village of Sanibel,525000,248874,174,
S952.46,2026-02-21,1433 DYNASTY PL,The Village of Fernandina,278500,247586,174,
S971.128,2026-02-21,646 AVECILLA DR,Haciendas of Mission Hills,847800,248824,174,
S969.117,2026-02-21,2853 PETOSKEY PL,The Village of Collier at Alden Bungalows,545000,248955,174,
S969.160,2026-02-21,3444 LEELANAU CT,The Village of Collier at Alden Bungalows,549900,249283,174,
