ULIKey,Address,Village,County,Model,Price,Bedrooms,Baths,SquareFeet,Garage,Pool,Latitude,Longitude,Status,SaleType,YouTubeVideoId,VLSNumber,OwnerName
S193.94,439 VERTIGO LN,The Village of Osceola Hills,Sumter,Lilac,724900,3,2.0,2219,"2 Car, plus Golf Car Garage",Swimming Pool,28.83198995,-81.95917345,A,P,YoC1uvtFrlE,250046,
S20.68,1135 SALIDO AVE,The Village Santo Domingo,Sumter,Cancun,359000,3,2.0,1625,2 Car Garage,,28.94298512,-81.97783277,A,P,yDOWb2gELF8,249882,
