ULIKey,FirstSeen,Address,Village,Price,VLSNumber,DaysOnMarket,OwnerName
S601.24,2026-02-21,1627 CAMPOS DR,The Village Alhambra,274900,249190,160,
L7.1407,2026-02-21,1743 W SCHWARTZ BLVD,The Village of Country Club Hills,115900,245658,160,
L9.2667,2026-02-21,1609 DORAL CIR,The Village of Country Club Hills,219900,249146,160,
L10.2266,2026-02-21,1701 PALM AIRE DR,The Village of Country Club Hills,237000,249243,160,
L11.2819,2026-02-21,1601 PINEHURST DR,The Village of Country Club Hills,249900,249239,160,
L13.3400,2026-02-21,1124 PARADISE DR,The Village of Country Club Hills,234900,248015,160,
S14.35,2026-02-21,617 SAN MARINO DR,The Village de La Vista,445000,248521,160,
S41.93,2026-02-21,3436 RICHMOND DR,The Village of Belle Aire,309500,248147,160,
L17.5432,2026-02-21,1117 SAN REMO LN,The Village Mira Mesa,299000,247843,160,
L1.48,2026-02-21,1027 ALOHA WAY,The Village of Orange Blossom Gardens,269900,248339,160,
S35.78,2026-02-21,3243 MANSFIELD ST,The Village of Polo Ridge,299711,249278,160,
S35.130,2026-02-21,3224 ROSWELL RD,The Village of Polo Ridge,329000,248718,160,
S3.33,2026-02-21,917 RAMOS DR,The Village Rio Grande,725000,249316,160,
S685.14,2026-02-21,1305 SANTA MARIA AVE,The Village Rio Grande,449500,249322,160,
S4.55,2026-02-21,228 JUAREZ WAY,The Village Rio Ponderosa,279900,248760,160,
S606.66,2026-02-21,1221 SANTA CRUZ DR,The Village Santiago,295000,249157,160,
S605.79,2026-02-21,2801 SALAMANCA ST,The Village Santiago,269000,248286,160,
S25.67,2026-02-21,1728 ENRIQUE DR,The Village Santo Domingo,699000,248876,160,
M46.44,2026-02-21,17609 SE 90TH CLEMSON CIR,The Village of Springdale,399500,248942,160,
M214.98,2026-02-21,17831 SE 91ST GAYLARK AVE,The Village of Springdale,309000,248815,160,
M50.38,2026-02-21,9345 SE 171ST LE FLORE LN,The Village of Woodbury,335000,248059,160,
M227.33,2026-02-21,17145 SE 76TH BOXBURY CT,The Village of Calumet Grove,289900,247826,160,
S79.90,2026-02-21,546 FOXFIELD PATH,The Village of Belvedere,585000,248520,160,
S72.98,2026-02-21,1993 HARTFORD PATH,The Village of Bridgeport at Lake Miona,925000,247210,160,
S91.18,2026-02-21,1420 STRATON WAY,The Village of Sunset Pointe,555000,247584,160,
S97.57,2026-02-21,1442 GREENVILLE WAY,The Village of Liberty Park,380000,249111,160,
S106.76,2026-02-21,1433 FOREST ACRES DR,The Village of Virginia Trace,649000,248005,160,
S122.328,2026-02-21,707 CORDOVA CIR,The Village of Largo,382500,249107,160,
S146.347,2026-02-21,2600 ENGLISH IVY CIR,The Village of Duval,349985,249309,160,
S136.159,2026-02-21,770 GOLIATH PL,The Village of Bonita,389000,248356,160,
S170.68,2026-02-21,2596 BUTTONWOOD RUN,The Village of Buttonwood,324900,248453,160,
S170.270,2026-02-21,1963 HARDING PATH,The Village of Buttonwood,394500,247281,160,
S175.135,2026-02-21,664 ALWICK WAY,The Village of Sanibel,525000,248874,160,
S952.46,2026-02-21,1433 DYNASTY PL,The Village of Fernandina,278500,247586,160,
S952.66,2026-02-21,1479 OLYMPIA ST,The Village of Fernandina,319900,249245,160,
S971.128,2026-02-21,646 AVECILLA DR,Haciendas of Mission Hills,847800,248824,160,
S969.117,2026-02-21,2853 PETOSKEY PL,The Village of Collier at Alden Bungalows,545000,248955,160,
S969.160,2026-02-21,3444 LEELANAU CT,The Village of Collier at Alden Bungalows,549900,249283,160,
S186.59,2026-02-21,483 PINFISH CT,The Village of Labelle,769000,247658,160,
S833.130,2026-02-21,3290 SENNETT CIR,Oxford Oaks - Family Neighborhood,440400,249164,160,
S833.338,2026-02-21,11297 BERNING TER,Oxford Oaks - Family Neighborhood,644900,246876,160,
S833.439,2026-02-21,3260 DZURO DR,Oxford Oaks - Family Neighborhood,1095000,247061,160,
L31.118,2026-02-21,3457 BORROWMAN AVE,The Village of Pine Hills,1895000,249154,160,
S624.56,2026-02-21,5866 MARSH CT,The Village of Fenney,305000,248845,160,
S623.17,2026-02-21,5843 HOWELL TER,The Village of Fenney,235000,248970,160,
S619.37,2026-02-21,2441 NELLIE RD,The Village of DeSoto,359900,248432,160,
S722.19,2026-02-21,5740 SANBORN ST,The Village of McClure,699000,248426,160,
S22V.41,2026-02-21,5422 ALFREDSON TER,The Village of Marsh Bend,599000,248978,160,
S34V.4,2026-02-21,1866 BEGAN PL,The Village of Linden,509900,247872,160,
S38V.55,2026-02-21,1572 WILLIAMSON DR,The Village of Monarch Grove,749711,248346,160,
S119V.1,2026-02-21,4577 WHITTINGTON CIR,The Village of DeLuna,969500,249022,160,
S125V.108,2026-02-21,4681 WIGHTMAN CIR,The Village of DeLuna,549900,248022,160,
S133V.13,2026-02-21,4200 COLLERETTE CT,The Village of DeLuna,840000,248761,160,
S741.14,2026-02-21,947 COUTURE ST,The Village of Chitty Chatty,415000,249162,160,
S744.49,2026-02-21,974 JAY ST,The Village of Chitty Chatty,474999,249345,160,
S60V.73,2026-02-21,1160 CHARLENE PL,The Village of Bradford,439000,249247,160,
S71V.14,2026-02-21,6144 GRASSO CIR,The Village of Citrus Grove,1375316,248492,160,
S140V.76,2026-02-21,3759 COYNE LOOP,The Village of Hammock at Fenney,1087000,249209,160,
S78V.11,2026-02-21,5991 HOLTON AVE,The Village of Cason Hammock,510000,249220,160,
S48V.124,2026-02-21,5824 SCHAEFFER TER,The Village of St. Catherine,525000,249142,160,
S110V.96,2026-02-21,2915 CHIMBORAZO WAY,The Village of Richmond,410000,247954,160,
S112V.14,2026-02-21,2816 NAVY HILL CIR,The Village of Richmond,419900,249253,160,
S106V.16,2026-02-21,4438 CAMEO CIR,The Village of Richmond,409900,249272,160,
S114V.77,2026-02-21,3939 KANAWHA PL,The Village of Richmond,329900,248440,160,
S113V.11,2026-02-21,3116 MONUMENT WAY,The Village of Richmond,479900,248430,160,
S113V.27,2026-02-21,3135 FOUSHEE LOOP,The Village of Richmond,562900,249141,160,
L49V.106,2026-02-21,2073 POSPISIL AVE,The Village of Newell,549000,249050,160,
