ULIKey,Address,Village,County,Model,Price,Bedrooms,Baths,SquareFeet,Garage,Pool,Latitude,Longitude,Status,SaleType,YouTubeVideoId,VLSNumber,OwnerName
L103.12,1052 AVENIDA SONOMA,The Village of Spanish Springs,Lake,Javier,519000,3,2.5,2271,"1 Car, plus Golf Car Garage",,28.93774421,-81.94986644,A,P,,248159,
S34.154,3017 RUGBY WAY,The Village of Polo Ridge,Sumter,Magnolia,374900,2,2,1918,2 Car Garage,,28.93949079,-82.00151946,A,P,50gLp2zjL4U,249632,
L31.70,629 KRIETEMEYER PATH,The Village of Pine Hills,Lake,Grandview,1999800,4,3,3557,"2 Car, plus Golf Car Garage",Swimming Pool,28.84843894,-81.93670848,A,P,,250121,
S150V.34,1576 GOOD PL,The Village of Well Point,Sumter,Seabreeze-V,369000,3,2,1505,2 Car Garage,,28.78247418,-81.99092389,A,P,VLlb-JAMxvQ,249100,
