ULIKey,Address,Village,County,Model,Price,Bedrooms,Baths,SquareFeet,Garage,Pool,Latitude,Longitude,Status,SaleType,YouTubeVideoId,VLSNumber,OwnerName
S695.78,1747 MORELOS RD,The Village de La Vista,Sumter,Colony,259000,2,2.0,1121,"1 Car, plus Golf Car Garage",,28.92509566,-81.9668659,A,P,,250783,
S244V.43,7322 ERNEST AVE,The Village of Waters Edge,Sumter,Isabella,549000,3,3.0,2031,"2 Car, plus Golf Car Garage",,28.7550865,-81.98552135,A,P,,250868,
