ULIKey,Address,Village,County,Model,Price,Bedrooms,Baths,SquareFeet,Garage,Pool,Latitude,Longitude,Status,SaleType,YouTubeVideoId,VLSNumber,OwnerName
S134V.20,4140 NADIRA CT,The Village of DeLuna,Sumter,Montclair,420000,3,2,1647,2 Car Garage,,28.83257603,-82.04072849,A,P,,248035,
L83V.2,503 VERLANDER ST,The Village of Dabney,Lake,Hudson,539900,3,2,1941,"2 Car, plus Golf Car Garage",,28.75047101,-81.91021788,A,P,0,248024,
