ULIKey,Address,Village,County,Model,Price,Bedrooms,Baths,SquareFeet,Garage,Pool,Latitude,Longitude,Status,SaleType,YouTubeVideoId,VLSNumber,OwnerName
S737.33,5997 GAGNON TER,The Village of Monarch Grove,Sumter,Monticello,645000,3,2,1633,2 Car Garage,Swimming Pool,28.78758439,-82.00213079,A,P,,248852,
S125V.41,4714 WIGHTMAN CIR,The Village of DeLuna,Sumter,Indigo,749900,3,3,1869,"2 Car, plus Golf Car Garage",Swimming Pool,28.81917368,-82.04293884,A,P,Q55DR5CD9vg,246583,
S124V.63,4531 BROOKE LN,The Village of DeLuna,Sumter,Jackson,649500,3,2,2326,"2 Car, plus Golf Car Garage",,28.82317895,-82.04032209,A,P,MYXB9z_jQFc,248343,
